 1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  6.42696974e+01  1.00000000e+00 -4.53214756e-02 
 1.12201845e+00  1.12201845e+00  0.00000000e+00  1.12201845e+00  6.42696967e+01  1.12201845e+00 -5.08515293e-02 
 1.25892541e+00  1.25892541e+00  0.00000000e+00  1.25892541e+00  6.42696958e+01  1.25892541e+00 -5.70563504e-02 
 1.41253754e+00  1.41253754e+00  0.00000000e+00  1.41253754e+00  6.42696947e+01  1.41253754e+00 -6.40182726e-02 
 1.58489319e+00  1.58489319e+00  0.00000000e+00  1.58489319e+00  6.42696933e+01  1.58489319e+00 -7.18296755e-02 
 1.77827941e+00  1.77827941e+00  0.00000000e+00  1.77827941e+00  6.42696915e+01  1.77827941e+00 -8.05942106e-02 
 1.99526231e+00  1.99526231e+00  0.00000000e+00  1.99526231e+00  6.42696893e+01  1.99526231e+00 -9.04281761e-02 
 2.23872114e+00  2.23872114e+00  0.00000000e+00  2.23872114e+00  6.42696865e+01  2.23872114e+00 -1.01462061e-01 
 2.51188643e+00  2.51188643e+00  0.00000000e+00  2.51188643e+00  6.42696830e+01  2.51188643e+00 -1.13842274e-01 
 2.81838293e+00  2.81838293e+00  0.00000000e+00  2.81838293e+00  6.42696785e+01  2.81838293e+00 -1.27733088e-01 
 3.16227766e+00  3.16227766e+00  0.00000000e+00  3.16227766e+00  6.42696729e+01  3.16227766e+00 -1.43318821e-01 
 3.54813389e+00  3.54813389e+00  0.00000000e+00  3.54813389e+00  6.42696659e+01  3.54813389e+00 -1.60806275e-01 
 3.98107171e+00  3.98107171e+00  0.00000000e+00  3.98107171e+00  6.42696570e+01  3.98107171e+00 -1.80427485e-01 
 4.46683592e+00  4.46683592e+00  0.00000000e+00  4.46683592e+00  6.42696459e+01  4.46683592e+00 -2.02442795e-01 
 5.01187234e+00  5.01187234e+00  0.00000000e+00  5.01187234e+00  6.42696318e+01  5.01187234e+00 -2.27144307e-01 
 5.62341325e+00  5.62341325e+00  0.00000000e+00  5.62341325e+00  6.42696142e+01  5.62341325e+00 -2.54859759e-01 
 6.30957344e+00  6.30957344e+00  0.00000000e+00  6.30957344e+00  6.42695919e+01  6.30957344e+00 -2.85956865e-01 
 7.07945784e+00  7.07945784e+00  0.00000000e+00  7.07945784e+00  6.42695639e+01  7.07945784e+00 -3.20848190e-01 
 7.94328235e+00  7.94328235e+00  0.00000000e+00  7.94328235e+00  6.42695287e+01  7.94328235e+00 -3.59996616e-01 
 8.91250938e+00  8.91250938e+00  0.00000000e+00  8.91250938e+00  6.42694843e+01  8.91250938e+00 -4.03921470e-01 
 1.00000000e+01  1.00000000e+01  0.00000000e+00  1.00000000e+01  6.42694284e+01  1.00000000e+01 -4.53205400e-01 
 1.12201845e+01  1.12201845e+01  0.00000000e+00  1.12201845e+01  6.42693580e+01  1.12201845e+01 -5.08502077e-01 
 1.25892541e+01  1.25892541e+01  0.00000000e+00  1.25892541e+01  6.42692695e+01  1.25892541e+01 -5.70544836e-01 
 1.41253754e+01  1.41253754e+01  0.00000000e+00  1.41253754e+01  6.42691580e+01  1.41253754e+01 -6.40156357e-01 
 1.58489319e+01  1.58489319e+01  0.00000000e+00  1.58489319e+01  6.42690176e+01  1.58489319e+01 -7.18259509e-01 
 1.77827941e+01  1.77827941e+01  0.00000000e+00  1.77827941e+01  6.42688410e+01  1.77827941e+01 -8.05889496e-01 
 1.99526231e+01  1.99526231e+01  0.00000000e+00  1.99526231e+01  6.42686185e+01  1.99526231e+01 -9.04207450e-01 
