 0.00000000e+00  0.00000000e+00  0.00000000e+00  5.05286882e-02 
 1.00000000e-02  1.00000000e-02  1.00000000e-02  5.63685268e-02 
 2.00000000e-02  2.00000000e-02  2.00000000e-02  6.24892239e-02 
 3.00000000e-02  3.00000000e-02  3.00000000e-02  6.88306634e-02 
 4.00000000e-02  4.00000000e-02  4.00000000e-02  7.53687379e-02 
 5.00000000e-02  5.00000000e-02  5.00000000e-02  8.20901975e-02 
 6.00000000e-02  6.00000000e-02  6.00000000e-02  8.89886606e-02 
 7.00000000e-02  7.00000000e-02  7.00000000e-02  9.60609803e-02 
 8.00000000e-02  8.00000000e-02  8.00000000e-02  1.03306011e-01 
 9.00000000e-02  9.00000000e-02  9.00000000e-02  1.10723872e-01 
 1.00000000e-01  1.00000000e-01  1.00000000e-01  1.18228428e-01 
 1.10000000e-01  1.10000000e-01  1.10000000e-01  1.25993405e-01 
 1.20000000e-01  1.20000000e-01  1.20000000e-01  1.33934920e-01 
 1.30000000e-01  1.30000000e-01  1.30000000e-01  1.42052921e-01 
 1.40000000e-01  1.40000000e-01  1.40000000e-01  1.50346749e-01 
 1.50000000e-01  1.50000000e-01  1.50000000e-01  1.58900814e-01 
 1.60000000e-01  1.60000000e-01  1.60000000e-01  1.67534814e-01 
 1.70000000e-01  1.70000000e-01  1.70000000e-01  1.76330401e-01 
 1.80000000e-01  1.80000000e-01  1.80000000e-01  1.85278845e-01 
 1.90000000e-01  1.90000000e-01  1.90000000e-01  1.94369616e-01 
 2.00000000e-01  2.00000000e-01  2.00000000e-01  2.03590930e-01 
 2.10000000e-01  2.10000000e-01  2.10000000e-01  2.12930440e-01 
 2.20000000e-01  2.20000000e-01  2.20000000e-01  2.22375904e-01 
 2.30000000e-01  2.30000000e-01  2.30000000e-01  2.31915702e-01 
 2.40000000e-01  2.40000000e-01  2.40000000e-01  2.41539088e-01 
 2.50000000e-01  2.50000000e-01  2.50000000e-01  2.51236124e-01 
 2.60000000e-01  2.60000000e-01  2.60000000e-01  2.60997332e-01 
 2.70000000e-01  2.70000000e-01  2.70000000e-01  2.70813213e-01 
 2.80000000e-01  2.80000000e-01  2.80000000e-01  2.80673988e-01 
 2.90000000e-01  2.90000000e-01  2.90000000e-01  2.90569866e-01 
 3.00000000e-01  3.00000000e-01  3.00000000e-01  3.00491801e-01 
 3.10000000e-01  3.10000000e-01  3.10000000e-01  3.10432253e-01 
 3.20000000e-01  3.20000000e-01  3.20000000e-01  3.20385517e-01 
 3.30000000e-01  3.30000000e-01  3.30000000e-01  3.30347581e-01 
 3.40000000e-01  3.40000000e-01  3.40000000e-01  3.40315752e-01 
 3.50000000e-01  3.50000000e-01  3.50000000e-01  3.50288274e-01 
 3.60000000e-01  3.60000000e-01  3.60000000e-01  3.60264017e-01 
 3.70000000e-01  3.70000000e-01  3.70000000e-01  3.70242256e-01 
 3.80000000e-01  3.80000000e-01  3.80000000e-01  3.80222522e-01 
 3.90000000e-01  3.90000000e-01  3.90000000e-01  3.90204506e-01 
 4.00000000e-01  4.00000000e-01  4.00000000e-01  4.00187997e-01 
 4.10000000e-01  4.10000000e-01  4.10000000e-01  4.10172840e-01 
 4.20000000e-01  4.20000000e-01  4.20000000e-01  4.20158911e-01 
 4.30000000e-01  4.30000000e-01  4.30000000e-01  4.30146103e-01 
 4.40000000e-01  4.40000000e-01  4.40000000e-01  4.40134321e-01 
 4.50000000e-01  4.50000000e-01  4.50000000e-01  4.50123475e-01 
 4.60000000e-01  4.60000000e-01  4.60000000e-01  4.60113479e-01 
 4.70000000e-01  4.70000000e-01  4.70000000e-01  4.70104253e-01 
 4.80000000e-01  4.80000000e-01  4.80000000e-01  4.80095720e-01 
 4.90000000e-01  4.90000000e-01  4.90000000e-01  4.90087809e-01 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  5.00080456e-01 
 5.10000000e-01  5.10000000e-01  5.10000000e-01  5.10073600e-01 
 5.20000000e-01  5.20000000e-01  5.20000000e-01  5.20067186e-01 
 5.30000000e-01  5.30000000e-01  5.30000000e-01  5.30061166e-01 
 5.40000000e-01  5.40000000e-01  5.40000000e-01  5.40055327e-01 
 5.50000000e-01  5.50000000e-01  5.50000000e-01  5.50049990e-01 
 5.60000000e-01  5.60000000e-01  5.60000000e-01  5.60044920e-01 
 5.70000000e-01  5.70000000e-01  5.70000000e-01  5.70040092e-01 
 5.80000000e-01  5.80000000e-01  5.80000000e-01  5.80035479e-01 
 5.90000000e-01  5.90000000e-01  5.90000000e-01  5.90031058e-01 
 6.00000000e-01  6.00000000e-01  6.00000000e-01  6.00026807e-01 
 6.10000000e-01  6.10000000e-01  6.10000000e-01  6.10022707e-01 
 6.20000000e-01  6.20000000e-01  6.20000000e-01  6.20018742e-01 
 6.30000000e-01  6.30000000e-01  6.30000000e-01  6.30014897e-01 
 6.40000000e-01  6.40000000e-01  6.40000000e-01  6.40011156e-01 
 6.50000000e-01  6.50000000e-01  6.50000000e-01  6.50007507e-01 
 6.60000000e-01  6.60000000e-01  6.60000000e-01  6.60003939e-01 
 6.70000000e-01  6.70000000e-01  6.70000000e-01  6.70000440e-01 
 6.80000000e-01  6.80000000e-01  6.80000000e-01  6.79997001e-01 
 6.90000000e-01  6.90000000e-01  6.90000000e-01  6.89993615e-01 
 7.00000000e-01  7.00000000e-01  7.00000000e-01  6.99990274e-01 
 7.10000000e-01  7.10000000e-01  7.10000000e-01  7.09986972e-01 
 7.20000000e-01  7.20000000e-01  7.20000000e-01  7.19983704e-01 
 7.30000000e-01  7.30000000e-01  7.30000000e-01  7.29980466e-01 
 7.40000000e-01  7.40000000e-01  7.40000000e-01  7.39977255e-01 
 7.50000000e-01  7.50000000e-01  7.50000000e-01  7.49974068e-01 
 7.60000000e-01  7.60000000e-01  7.60000000e-01  7.59970901e-01 
 7.70000000e-01  7.70000000e-01  7.70000000e-01  7.69967753e-01 
 7.80000000e-01  7.80000000e-01  7.80000000e-01  7.79964622e-01 
 7.90000000e-01  7.90000000e-01  7.90000000e-01  7.89961506e-01 
 8.00000000e-01  8.00000000e-01  8.00000000e-01  7.99958403e-01 
 8.10000000e-01  8.10000000e-01  8.10000000e-01  8.09955312e-01 
 8.20000000e-01  8.20000000e-01  8.20000000e-01  8.19952231e-01 
 8.30000000e-01  8.30000000e-01  8.30000000e-01  8.29949160e-01 
 8.40000000e-01  8.40000000e-01  8.40000000e-01  8.39946097e-01 
 8.50000000e-01  8.50000000e-01  8.50000000e-01  8.49943041e-01 
 8.60000000e-01  8.60000000e-01  8.60000000e-01  8.59939990e-01 
 8.70000000e-01  8.70000000e-01  8.70000000e-01  8.69936944e-01 
 8.80000000e-01  8.80000000e-01  8.80000000e-01  8.79933901e-01 
 8.90000000e-01  8.90000000e-01  8.90000000e-01  8.89930861e-01 
 9.00000000e-01  9.00000000e-01  9.00000000e-01  8.99927823e-01 
 9.10000000e-01  9.10000000e-01  9.10000000e-01  9.09924785e-01 
 9.20000000e-01  9.20000000e-01  9.20000000e-01  9.19921745e-01 
 9.30000000e-01  9.30000000e-01  9.30000000e-01  9.29918705e-01 
 9.40000000e-01  9.40000000e-01  9.40000000e-01  9.39915661e-01 
 9.50000000e-01  9.50000000e-01  9.50000000e-01  9.49912613e-01 
 9.60000000e-01  9.60000000e-01  9.60000000e-01  9.59909559e-01 
 9.70000000e-01  9.70000000e-01  9.70000000e-01  9.69906499e-01 
 9.80000000e-01  9.80000000e-01  9.80000000e-01  9.79903431e-01 
 9.90000000e-01  9.90000000e-01  9.90000000e-01  9.89900353e-01 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  9.99897264e-01 
 1.01000000e+00  1.01000000e+00  1.01000000e+00  1.00989416e+00 
 1.02000000e+00  1.02000000e+00  1.02000000e+00  1.01989104e+00 
 1.03000000e+00  1.03000000e+00  1.03000000e+00  1.02988791e+00 
 1.04000000e+00  1.04000000e+00  1.04000000e+00  1.03988476e+00 
 1.05000000e+00  1.05000000e+00  1.05000000e+00  1.04988158e+00 
 1.06000000e+00  1.06000000e+00  1.06000000e+00  1.05987838e+00 
 1.07000000e+00  1.07000000e+00  1.07000000e+00  1.06987515e+00 
 1.08000000e+00  1.08000000e+00  1.08000000e+00  1.07987188e+00 
 1.09000000e+00  1.09000000e+00  1.09000000e+00  1.08986858e+00 
 1.10000000e+00  1.10000000e+00  1.10000000e+00  1.09986524e+00 
 1.11000000e+00  1.11000000e+00  1.11000000e+00  1.10986184e+00 
 1.12000000e+00  1.12000000e+00  1.12000000e+00  1.11985838e+00 
 1.13000000e+00  1.13000000e+00  1.13000000e+00  1.12985485e+00 
 1.14000000e+00  1.14000000e+00  1.14000000e+00  1.13985123e+00 
 1.15000000e+00  1.15000000e+00  1.15000000e+00  1.14984751e+00 
 1.16000000e+00  1.16000000e+00  1.16000000e+00  1.15984367e+00 
 1.17000000e+00  1.17000000e+00  1.17000000e+00  1.16983968e+00 
 1.18000000e+00  1.18000000e+00  1.18000000e+00  1.17983550e+00 
 1.19000000e+00  1.19000000e+00  1.19000000e+00  1.18983110e+00 
 1.20000000e+00  1.20000000e+00  1.20000000e+00  1.19982641e+00 
 1.21000000e+00  1.21000000e+00  1.21000000e+00  1.20982136e+00 
 1.22000000e+00  1.22000000e+00  1.22000000e+00  1.21981586e+00 
 1.23000000e+00  1.23000000e+00  1.23000000e+00  1.22980981e+00 
 1.24000000e+00  1.24000000e+00  1.24000000e+00  1.23980304e+00 
 1.25000000e+00  1.25000000e+00  1.25000000e+00  1.24979540e+00 
 1.26000000e+00  1.26000000e+00  1.26000000e+00  1.25978668e+00 
 1.27000000e+00  1.27000000e+00  1.27000000e+00  1.26977664e+00 
 1.28000000e+00  1.28000000e+00  1.28000000e+00  1.27976501e+00 
 1.29000000e+00  1.29000000e+00  1.29000000e+00  1.28975150e+00 
 1.30000000e+00  1.30000000e+00  1.30000000e+00  1.29973575e+00 
 1.31000000e+00  1.31000000e+00  1.31000000e+00  1.30971740e+00 
 1.32000000e+00  1.32000000e+00  1.32000000e+00  1.31969602e+00 
 1.33000000e+00  1.33000000e+00  1.33000000e+00  1.32967114e+00 
 1.34000000e+00  1.34000000e+00  1.34000000e+00  1.33964222e+00 
 1.35000000e+00  1.35000000e+00  1.35000000e+00  1.34960867e+00 
 1.36000000e+00  1.36000000e+00  1.36000000e+00  1.35956980e+00 
 1.37000000e+00  1.37000000e+00  1.37000000e+00  1.36952484e+00 
 1.38000000e+00  1.38000000e+00  1.38000000e+00  1.37947293e+00 
 1.39000000e+00  1.39000000e+00  1.39000000e+00  1.38941313e+00 
 1.40000000e+00  1.40000000e+00  1.40000000e+00  1.39934435e+00 
 1.41000000e+00  1.41000000e+00  1.41000000e+00  1.40926540e+00 
 1.42000000e+00  1.42000000e+00  1.42000000e+00  1.41917492e+00 
 1.43000000e+00  1.43000000e+00  1.43000000e+00  1.42907131e+00 
 1.44000000e+00  1.44000000e+00  1.44000000e+00  1.43895263e+00 
 1.45000000e+00  1.45000000e+00  1.45000000e+00  1.44881643e+00 
 1.46000000e+00  1.46000000e+00  1.46000000e+00  1.45865948e+00 
 1.47000000e+00  1.47000000e+00  1.47000000e+00  1.46847736e+00 
 1.48000000e+00  1.48000000e+00  1.48000000e+00  1.47826395e+00 
 1.49000000e+00  1.49000000e+00  1.49000000e+00  1.48801082e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  1.49770660e+00 
 1.51000000e+00  1.51000000e+00  1.51000000e+00  1.50733667e+00 
 1.52000000e+00  1.52000000e+00  1.52000000e+00  1.51688334e+00 
 1.53000000e+00  1.53000000e+00  1.53000000e+00  1.52632666e+00 
 1.54000000e+00  1.54000000e+00  1.54000000e+00  1.53564574e+00 
 1.55000000e+00  1.55000000e+00  1.55000000e+00  1.54482012e+00 
 1.56000000e+00  1.56000000e+00  1.56000000e+00  1.55383084e+00 
 1.57000000e+00  1.57000000e+00  1.57000000e+00  1.56266108e+00 
 1.58000000e+00  1.58000000e+00  1.58000000e+00  1.57129640e+00 
 1.59000000e+00  1.59000000e+00  1.59000000e+00  1.57972473e+00 
 1.60000000e+00  1.60000000e+00  1.60000000e+00  1.58793614e+00 
 1.61000000e+00  1.61000000e+00  1.61000000e+00  1.59592257e+00 
 1.62000000e+00  1.62000000e+00  1.62000000e+00  1.60367745e+00 
 1.63000000e+00  1.63000000e+00  1.63000000e+00  1.61119535e+00 
 1.64000000e+00  1.64000000e+00  1.64000000e+00  1.61847158e+00 
 1.65000000e+00  1.65000000e+00  1.65000000e+00  1.62550185e+00 
 1.66000000e+00  1.66000000e+00  1.66000000e+00  1.63228200e+00 
 1.67000000e+00  1.67000000e+00  1.67000000e+00  1.63880767e+00 
 1.68000000e+00  1.68000000e+00  1.68000000e+00  1.64507414e+00 
 1.69000000e+00  1.69000000e+00  1.69000000e+00  1.65107617e+00 
 1.70000000e+00  1.70000000e+00  1.70000000e+00  1.65680787e+00 
 1.71000000e+00  1.71000000e+00  1.71000000e+00  1.66226272e+00 
 1.72000000e+00  1.72000000e+00  1.72000000e+00  1.66743353e+00 
 1.73000000e+00  1.73000000e+00  1.73000000e+00  1.67231263e+00 
 1.74000000e+00  1.74000000e+00  1.74000000e+00  1.67689204e+00 
 1.75000000e+00  1.75000000e+00  1.75000000e+00  1.68116382e+00 
 1.76000000e+00  1.76000000e+00  1.76000000e+00  1.68512051e+00 
 1.77000000e+00  1.77000000e+00  1.77000000e+00  1.68875574e+00 
 1.78000000e+00  1.78000000e+00  1.78000000e+00  1.69206496e+00 
 1.79000000e+00  1.79000000e+00  1.79000000e+00  1.69504630e+00 
 1.80000000e+00  1.80000000e+00  1.80000000e+00  1.69770137e+00 
