 4.82800000e-03  4.82800000e-03  4.82800000e-03  3.26657912e-01  4.82800000e-03  3.26510703e-01 
 4.92800000e-03  4.92800000e-03  4.92800000e-03  6.15509273e-01  4.92800000e-03  6.15874752e-01 
 5.02800000e-03  5.02800000e-03  5.02800000e-03  1.01336487e+00  5.02800000e-03  1.01376499e+00 
 5.12800000e-03  5.12800000e-03  5.12800000e-03  1.36520566e+00  5.12800000e-03  1.36820087e+00 
 5.22800000e-03  5.22800000e-03  5.22800000e-03  1.53668081e+00  5.22800000e-03  1.54379993e+00 
 5.32800000e-03  5.32800000e-03  5.32800000e-03  1.46987039e+00  5.32800000e-03  1.47348930e+00 
 5.42800000e-03  5.42800000e-03  5.42800000e-03  1.18408439e+00  5.42800000e-03  1.18412525e+00 
 5.52800000e-03  5.52800000e-03  5.52800000e-03  7.86440299e-01  5.52800000e-03  7.86235012e-01 
 5.62800000e-03  5.62800000e-03  5.62800000e-03  4.32348234e-01  5.62800000e-03  4.31799134e-01 
 5.72800000e-03  5.72800000e-03  5.72800000e-03  2.57371367e-01  5.72800000e-03  2.56200073e-01 
 5.82800000e-03  5.82800000e-03  5.82800000e-03  3.26678887e-01  5.82800000e-03  3.26510703e-01 
 5.92800000e-03  5.92800000e-03  5.92800000e-03  6.15498043e-01  5.92800000e-03  6.15874752e-01 
 6.02800000e-03  6.02800000e-03  6.02800000e-03  1.01337571e+00  6.02800000e-03  1.01376499e+00 
 6.12800000e-03  6.12800000e-03  6.12800000e-03  1.36518564e+00  6.12800000e-03  1.36820087e+00 
 6.22800000e-03  6.22800000e-03  6.22800000e-03  1.53670143e+00  6.22800000e-03  1.54379993e+00 
 6.32800000e-03  6.32800000e-03  6.32800000e-03  1.46984923e+00  6.32800000e-03  1.47348930e+00 
 6.42800000e-03  6.42800000e-03  6.42800000e-03  1.18409725e+00  6.42800000e-03  1.18412525e+00 
 6.52800000e-03  6.52800000e-03  6.52800000e-03  7.86429825e-01  6.52800000e-03  7.86235012e-01 
 6.62800000e-03  6.62800000e-03  6.62800000e-03  4.32363461e-01  6.62800000e-03  4.31799134e-01 
 6.72800000e-03  6.72800000e-03  6.72800000e-03  2.57350187e-01  6.72800000e-03  2.56200073e-01 
 6.82800000e-03  6.82800000e-03  6.82800000e-03  3.26698883e-01  6.82800000e-03  3.26510703e-01 
 6.92800000e-03  6.92800000e-03  6.92800000e-03  6.15487332e-01  6.92800000e-03  6.15874752e-01 
 7.02800000e-03  7.02800000e-03  7.02800000e-03  1.01338606e+00  7.02800000e-03  1.01376499e+00 
 7.12800000e-03  7.12800000e-03  7.12800000e-03  1.36516659e+00  7.12800000e-03  1.36820087e+00 
 7.22800000e-03  7.22800000e-03  7.22800000e-03  1.53672101e+00  7.22800000e-03  1.54379993e+00 
 7.32800000e-03  7.32800000e-03  7.32800000e-03  1.46982910e+00  7.32800000e-03  1.47348930e+00 
 7.42800000e-03  7.42800000e-03  7.42800000e-03  1.18410952e+00  7.42800000e-03  1.18412525e+00 
 7.52800000e-03  7.52800000e-03  7.52800000e-03  7.86419835e-01  7.52800000e-03  7.86235012e-01 
 7.62800000e-03  7.62800000e-03  7.62800000e-03  4.32377980e-01  7.62800000e-03  4.31799134e-01 
